frame,landmark_index,x,y,z,visibility
0,0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0
0,6,0.0,0.0,0.0,0.0
0,7,0.0,0.0,0.0,0.0
0,8,0.0,0.0,0.0,0.0
0,9,0.0,0.0,0.0,0.0
0,10,0.0,0.0,0.0,0.0
0,11,0.0,0.0,0.0,0.0
0,12,0.0,0.0,0.0,0.0
0,13,0.0,0.0,0.0,0.0
0,14,0.0,0.0,0.0,0.0
0,15,0.0,0.0,0.0,0.0
0,16,0.0,0.0,0.0,0.0
0,17,0.0,0.0,0.0,0.0
0,18,0.0,0.0,0.0,0.0
0,19,0.0,0.0,0.0,0.0
0,20,0.0,0.0,0.0,0.0
0,21,0.0,0.0,0.0,0.0
0,22,0.0,0.0,0.0,0.0
0,23,0.0,0.0,0.0,0.0
0,24,0.0,0.0,0.0,0.0
0,25,0.0,0.0,0.0,0.0
0,26,0.0,0.0,0.0,0.0
0,27,0.0,0.0,0.0,0.0
0,28,0.0,0.0,0.0,0.0
0,29,0.0,0.0,0.0,0.0
0,30,0.0,0.0,0.0,0.0
0,31,0.0,0.0,0.0,0.0
0,32,0.0,0.0,0.0,0.0
1,0,0.4938931167125702,0.3265558183193207,-0.3505943715572357,0.962042510509491
1,1,0.5005264282226562,0.31412839889526367,-0.3354758322238922,0.9642500281333923
1,2,0.5041959285736084,0.31515637040138245,-0.3355161249637604,0.9648451209068298
1,3,0.5073867440223694,0.3161303400993347,-0.3355899453163147,0.9634615182876587
1,4,0.48819202184677124,0.31359419226646423,-0.335561603307724,0.9620205760002136
1,5,0.48461204767227173,0.3145029544830322,-0.3356209993362427,0.9623887538909912
1,6,0.48117655515670776,0.3154127597808838,-0.3357033431529999,0.9636330008506775
1,7,0.5142832398414612,0.3321138024330139,-0.23319728672504425,0.9758086800575256
1,8,0.4774702191352844,0.33171558380126953,-0.23518794775009155,0.9783869981765747
1,9,0.5022624135017395,0.34883883595466614,-0.3113535940647125,0.9735917448997498
1,10,0.48639896512031555,0.34802350401878357,-0.31199902296066284,0.97337406873703
1,11,0.5456474423408508,0.46126073598861694,-0.15014702081680298,0.9958908557891846
1,12,0.4467184841632843,0.4528304636478424,-0.15809573233127594,0.998548150062561
1,13,0.5542899370193481,0.5991182327270508,-0.07628821581602097,0.43467870354652405
1,14,0.42631471157073975,0.5900748372077942,-0.09975182265043259,0.6012485027313232
1,15,0.5558723211288452,0.7256336212158203,-0.1434747278690338,0.31352514028549194
1,16,0.4250091314315796,0.7207847237586975,-0.15728983283042908,0.41003525257110596
1,17,0.5584564805030823,0.7631596922874451,-0.1673979014158249,0.26284128427505493
1,18,0.42242592573165894,0.7610154747962952,-0.1773959994316101,0.3736704885959625
1,19,0.5526975989341736,0.7626239657402039,-0.1947149932384491,0.2593895196914673
1,20,0.43149250745773315,0.760883629322052,-0.20893487334251404,0.36625343561172485
1,21,0.5496338605880737,0.7495089173316956,-0.1543246954679489,0.25551533699035645
1,22,0.4336148500442505,0.7467378973960876,-0.1698160320520401,0.36510294675827026
1,23,0.5216004252433777,0.6948893070220947,0.007223179098218679,0.9984720945358276
1,24,0.46220216155052185,0.6934218406677246,-0.007268865592777729,0.9983788132667542
1,25,0.5177905559539795,0.891614556312561,-0.02494828775525093,0.45504066348075867
1,26,0.457487553358078,0.8993968963623047,-0.06326049566268921,0.7347006797790527
1,27,0.5192767977714539,1.0307800769805908,0.21957451105117798,0.24911539256572723
1,28,0.4530443549156189,1.004528284072876,0.22296540439128876,0.27830153703689575
1,29,0.5167366862297058,1.0467809438705444,0.23834967613220215,0.20999428629875183
1,30,0.4541056752204895,1.0116167068481445,0.24854345619678497,0.3066239058971405
1,31,0.5205190777778625,1.098710298538208,0.1360454261302948,0.20874479413032532
1,32,0.45614978671073914,1.070430040359497,0.14942049980163574,0.24741749465465546
2,0,0.4938945472240448,0.3270321488380432,-0.3214268982410431,0.9658305048942566
2,1,0.5005285143852234,0.31469035148620605,-0.30509111285209656,0.9678037762641907
2,2,0.504261314868927,0.315691739320755,-0.30515262484550476,0.9683414697647095
2,3,0.507509708404541,0.3168348968029022,-0.3052181601524353,0.9670958518981934
2,4,0.48820680379867554,0.31419453024864197,-0.30388906598091125,0.9657943248748779
2,5,0.48460692167282104,0.31496691703796387,-0.30396318435668945,0.9661270380020142
2,6,0.4811854958534241,0.3160691559314728,-0.3040619492530823,0.9672442674636841
2,7,0.5141934156417847,0.33237382769584656,-0.20538969337940216,0.978192150592804
2,8,0.47739532589912415,0.33233416080474854,-0.20184996724128723,0.9805071353912354
2,9,0.5022491216659546,0.34931135177612305,-0.2842477262020111,0.9762281179428101
2,10,0.4863698184490204,0.34841373562812805,-0.2833181917667389,0.9760301113128662
2,11,0.5456401109695435,0.4606713354587555,-0.1359000951051712,0.9962959885597229
2,12,0.44627732038497925,0.4530807137489319,-0.1299421489238739,0.9986745715141296
