frame,landmark_index,x,y,z,visibility
0,0,0.5163951516151428,0.1254674345254898,0.14712218940258026,0.9992455840110779
0,1,0.510323166847229,0.10268519073724747,0.10411398112773895,0.9994357228279114
0,2,0.5056353807449341,0.10273729264736176,0.10410411655902863,0.9994076490402222
0,3,0.5009005069732666,0.10325241833925247,0.10407666116952896,0.9995014071464539
0,4,0.5233471989631653,0.10372332483530045,0.10829298198223114,0.9993574023246765
0,5,0.5271241664886475,0.10416241735219955,0.10826347023248672,0.9992678165435791
0,6,0.5310937762260437,0.10488926619291306,0.10812055319547653,0.9993387460708618
0,7,0.49310606718063354,0.11613035947084427,-0.056642770767211914,0.9995399117469788
0,8,0.5385292768478394,0.1202034130692482,-0.0395410880446434,0.9993702173233032
0,9,0.5085450410842896,0.14506232738494873,0.0980272963643074,0.9993477463722229
0,10,0.5227717161178589,0.1462222784757614,0.10295786708593369,0.999241828918457
0,11,0.43772804737091064,0.25188687443733215,-0.12473472207784653,0.9997172355651855
0,12,0.5765377879142761,0.2554127871990204,-0.0652221068739891,0.9998147487640381
0,13,0.4086656868457794,0.46787476539611816,-0.15098197758197784,0.92100590467453
0,14,0.6035361886024475,0.46541324257850647,-0.05760719254612923,0.9693076014518738
0,15,0.4118501543998718,0.6698446273803711,-0.13322047889232635,0.7494965195655823
0,16,0.6049652099609375,0.682852566242218,-0.018988173454999924,0.8933051824569702
0,17,0.4063478112220764,0.7217587232589722,-0.13564972579479218,0.592570960521698
0,18,0.6102120280265808,0.7326086759567261,-0.0075355758890509605,0.815261960029602
0,19,0.4156975746154785,0.7176224589347839,-0.13608118891716003,0.5723487138748169
0,20,0.597904622554779,0.7351140975952148,-0.012311792932450771,0.7938864827156067
0,21,0.4226686358451843,0.698049783706665,-0.13135185837745667,0.5207506418228149
0,22,0.5920640230178833,0.7183465361595154,-0.01833145134150982,0.7286521196365356
0,23,0.46347278356552124,0.6393892168998718,-0.036399565637111664,0.9986804127693176
0,24,0.5431844592094421,0.6394245624542236,0.03602391108870506,0.9984434843063354
0,25,0.4624747931957245,0.9236164689064026,-0.05807362124323845,0.7255563735961914
0,26,0.5456354022026062,0.9326914548873901,0.03561374172568321,0.45230531692504883
0,27,0.4600142538547516,1.1969438791275024,-0.1445043832063675,0.4568849802017212
0,28,0.5439378023147583,1.2085142135620117,-0.17185038328170776,0.304586797952652
